,authors,content,date,img_src,tags,title
105,Jon Russell,"If you travel a lot, or even just a little, you’ll be sick of roaming bills, or frustrated by the inconvenience of the cheaper alternative: buying a local SIM and switching it with your regular one. Hong Kong-based Tink Labs believes it has a better solution, a designated mobile device in your hotel room that you can use for free, and it has raised a whopping $125 million to expand its idea to cover more hotels worldwide.
The new financing was providing by existing investor and manufacturing giant Foxconn (via its FIH Mobile unit), with participation from Sinovation Ventures, the investment firm from ex-Google China head Kaifu Lee, and Cai Wensheng, a prolific angel investor who is Chairman of popular Chinese photo service Meitu.
Tink Labs CEO 24-year-old Terence Kwok declined to provide the company’s valuation, but hinted that it is above $500 million.
“We’re not a unicorn yet, but are more than halfway there,” he said.
That would make it the highest-valued tech startup in Hong Kong, and certainly one of the most notable in Asia, yet Kwok is happy to remain discreet and focused on business.
“We’ve kept a low profile even though there’s a consumer element to the product,” he said.
Tink Labs began as a device rental service that targeted travelers at airports, but Kwok said it pivoted when the team found that the business wasn’t as scalable as hoped.
“We quickly released people just want to get the hell out of the airport,” he said.
It remained focused on travelers, but moved its touch point to hotels where it has founded traction, raising over $170 million from investors to date, today’s announcement included, and working with major groups like Starwood, Accor, Shangri-la, and Melia.
Tink Labs’ flagship product is Handy, a smartphone for hotel guests that takes the pain out of mobile roaming. You can make calls and send messages like a normal phone, but it also includes details of services available at your hotel and nearby activities. It even hooks into the hotel’s telephone system so you can order room service before you get back to your room, call a colleague via their room number, or phone the helpdesk if you’re out and about but need help talking to a taxi driver in the local language.
It’s a neat two-way model: guests get a device and free services, while hotels get a powerful channel through which they can engage their guests.

All of this comes for free because hotels are sold on the idea that Handy can increase their engagement with guests, which translates to higher spending.
A hotelier’s dream is a guest who not only stays in their rooms regularly, but uses facilitates and services like the on-site spa, steak house or minibar. That’s the kind of guest who generates serious revenue.
Four-year-old Handy believes it can deliver on that mission.
It touts a two-year independent study which, it said, found that guests would spend an additional $21 per night on average when staying in a room that includes a Handy device.
Kwok told TechCrunch in an interview that typically 30 percent of guests who stay in a room with a Handy will engage with hotel information via the device. Compare that to your own experience — when was the last time you opened that gigantic book of hotel services?
The Tink Labs CEO reckons that less than 10 percent of guests go down the traditional route and open the book of services. That severely limits additional revenue than a hotel can make. Tink Labs charges hotels an undisclosed subscription fee — “it’s certainly nowhere near $21,” Kwok said — which can help them increase their revenue. That fee varies based on the requests of a hotel, though its important to note that hotels are forbidden from charging guests to use a Handy.
Tink Labs works with Foxconn to produce its devices, but it is changing things up with plans to introduce phones next year that it has designed itself. Right now its devices are fairly standard although they run on a “modified version of Android that is heavily, heavily customized,” Kwok said. He’s ready to takes things further and from April next year the company will give hotels bespoke devices under its own brand that can do things like control the TV set in a hotel room, and more.
Beyond developing specialist hardware, Kwok said he intends to triple the current team of 150 people and expand its reach of seven international offices to go after more hotel partners across the world.
Right now, the Handy service is in over 100 hotels with nearly one million people using Handy devices each month, the company said. It started off focused on Asia, and Kwok said Handy is present is half of the hotels in Singapore and Hong Kong, while its reach in London is at nearly 25 percent. The goal is now to expand that presence into other tourist and traveler spots and beyond.
Updated 09/28 5:15 PDT to correct Handy business numbers",2016-09-28,https://tctechcrunch2011.files.wordpress.com/2016/09/handy-1.jpg?w=738,"smartphone,hotel,tink-labs",Tink Labs raises $125M to put its free-to-use smartphone in more hotel rooms worldwide
106,Steve O'Hear,"Headed up by Kaidi Ruusalepp, who was previously CEO of the Nasdaq Tallinn stock exchange, Estonia’s Funderbeam is on a mission to build what she calls a “funding and trading engine for growth companies”.
Providing tools to research, fund and trade in private companies, the bigger vision is to build something akin to a “stock exchange” for startups based on blockchain technology. To make that vision a reality, Funderbeam has raised $2.6 million in further funding.
Leaning the round is Draper Associates, Thomson Reuters, and IQ Capital, with participation from an array of previous Funderbeam backers, such as 3TS Capital Partners. Notable other investors include Skype co-founder Jaan Tallinn, and David Braben, the CEO and Founder of Frontier Developments.
“There’s too much complexity in the pre-IPO/private market. Companies used to go to exchanges for growth financing, but looking at the startup funding trends, like Uber raising €3.5 billion in just one round, plus the cost structure of getting listed and being listed, it does not make sense anymore,” Ruusalepp tells me.
“Today growth companies look to the stock markets only as a serious option for exits. On top, early-stage and growth funding has grown to unimagined heights, but it is one of the most illiquid assets classes. Once you’re in, you hardly get out”.
This of course is where Funderbeam comes in. The platform is part research tool — the first part of the problem the startup set out to solve when it launched in 2013 — and part investment platform, providing a way for startups to raise funding and for investors to invest in burgeoning and potentially high growth companies.
But to truly solve the liquidity problem, there needs to be a transparent and trustworthy platform for secondary trading, and one that can work across borders. And this is where Funderbeam’s nascent trading feature comes into play. It lets shareholders sell their stake in a startup, either one that was originally funded via the platform or potentially any that they have permission to trade.
“Using blockchain technology we aim to show the stock markets how technology can turn the sector around. For the first time ever, early stage investors can choose both how much to invest, and how long to keep the investment,” explains Ruusalepp. “Or to put it in a fruitier way,” she says, “imagine if Bloomberg, Angellist and Nasdaq had a baby”.
Blockchain technology, argues Ruusalepp, provides the transparency needed to help address trust issues inherent with any trading system and that digital technology trumps paper records that still hamper stock exchanges and databases of company ownership.
“There is a coming shift in trust [that is seeing] customers start trusting technology instead of people and institutions,” she says. “As the internet is for exchanging data and information, blockchain is being placed one level higher – it is used to exchange values. It’s like a global public notary registering and keeping an eye on all global transactions on assets”.
That “fundamental vision and usage opportunity” for blockchain is something Funderbeam and its investors are embracing. “We decided to test it, to be the first one who has built a securities trading platform on the blockchain,” adds Ruusalepp.",2016-10-12,https://tctechcrunch2011.files.wordpress.com/2016/10/funderbeam-team-1-of-1-1.jpg?w=738,,Estonia’s Funderbeam is building a blockchain-based “stock exchange” for startups
107,Lora Kolodny,"Noodle Partners Inc., a new education venture from the founder of The Princeton Review and 2U Inc., John Katzman, has raised $4 million in venture funding to help colleges and universities deliver high-quality certificate and degree programs online.
Philadelphia-based Osage Venture Partners led the investment in Noodle Partners and was joined by New Markets Venture Partners, 500 Startups and others.
Katzman tells TechCrunch that the challenge in delivering online education at the college and university level has changed dramatically over the last decade, and not just because of the rise of smartphones.
“People did not believe that higher ed could be as good online as a campus-based program. That’s because the first wave was full of for-profits that were just not very good schools. Today, there are many great schools online and we know the problem is not the medium. The new challenge is building and offering programs that are great, but also lower the cost of higher education,” Katzman said in 2008, when he co-founded 2U Inc. with Chip Paucek and Jeremy Johnson.
Trump University, and the University of Phoenix (owned by Apollo Education) are two famous examples of unscrupulous, for-profit online schools in that earlier wave. These organizations sold students on useless degrees and costly seminars that would leave them more in debt than anything else.
College enrollment in the U.S. has declined for five straight years, according to the most recent available data from the National Center for Education Statistics. That correlates with a 34% increase in the cost for undergraduate tuition, fees, room, and board at public colleges and universities, and a 25% increase at private non-profit institutions between 2004 and 2014.
Katzman believes that offering more of their degree programs online, and at a higher quality than ever before, will help colleges reverse that trend.
New York-based Noodle Partners offers colleges and universities help setting up an online degree program, instructional design for courses within the program, recruiting, tech support, and measuring student engagement along the way to course completion. The startup charges for setup and a flat fee per student.
Other companies doing this work (called “online program management”) will typically take a large percent of tuition they help schools generate from their online offerings, cutting into the school’s already challenged margins.
Competitors to Noodle Partners include 2U, the company Katzman started but with which he is no longer affiliated, Academic Partnerships, HotChalk, Keypath, Pearson Embanet, Wiley Education Solution and others.
Osage Venture Partners’ Nate Lentz said he backed Noodle Partners believing, “Something needs to change the cost curve in higher ed.”
The investor expects Noodle Partners to use its funding to roll out its OPM services and technology to top colleges and universities in the U.S., and expand enrollment in online programs at the schools where the company is already working today.",2016-10-12,https://tctechcrunch2011.files.wordpress.com/2015/02/graduates.jpg?w=738,"edtech,higher-ed",Noodle Partners raises $4 million to help colleges deliver degrees online
108,John Biggs,"The promise of 3D printing has been kind of a dud. Aside from a few cool Yoda heads and some small plastic pieces, there have been no “indie” players doing much interesting in the space except Markforged. Markforged is a Boston company we featured last year that makes carbon-fiber reinforced plastic parts using traditional 3D-printing techniques. This means the objects they print are stronger, lighter and more resilient than steel.
Now they’ve added “more precise” to that list. The Markforged Mark X is a unique 3D printer that uses laser scanning to ensure pieces that come off the machine are precisely as ordered. In other words, you can send objects that will get the “the strength and quality you’re expecting,” says founder Greg Mark, an aerospace engineer and MIT grad.
“We invented Continuous fiber reinforcement (10 issued patents), and in-process laser-micrometer quality control,” he said. “We’ve also pushed the surface finish of plastic extrusion to approach the surface finish of SLA. Now there’s one machine that combines the strength, surface finish, and quality control to enable end use parts. Supply chains will never be the same.”
Essentially the system prints very fine, very strong objects and constantly tests them for structural accuracy. When you send an object to the $68,000 printer, it ejects exactly the part you requested with exactly the right measurements.
“The in-process quality control is based off a laser micrometer integrated into the print head. With 1 micron Z axis resolution, and 50 micron X/Y resolution, you get high-resolution scans of your part, which you can pull dimensions off of in real time or use to check the accuracy of the part,” said Mark.
The system has two print heads, one for plastic and one for carbon fiber. You can set the hardness of the object while you manufacture it and, more importantly, you can control how light the object is. I’ve seen many Markforged products and they’re as solid as steel but as light as plastic. They’re surprisingly cool. Thanks to the measurement system you can basically send objects to a printer in your office or a thousand miles away and ensure that the object that comes out is exactly as you designed it and has unrivaled strength. In other words, instead of sending a milled piece of steel you can send and print a digital file.
Current Markforged owners will get a discount on the Mark X but, given this thing is almost $70,000, I doubt many hobbyists will pick one up. It’s still one of the coolest implementations of 3D printing I’ve seen, however, and it’s pretty darn close to teleportation.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/screen-shot-2016-10-11-at-3-43-52-pm.png?w=738,"business,technology,office-equipment",The Markforged Mark X lets you teleport precision custom parts from designer to printer
109,Lora Kolodny,"According to a new study published today from the American Civil Liberties Union, major social networks including Twitter, Facebook and Instagram have recently provided user data access to Geofeedia, the location-based, social media surveillance system used by government offices, private security firms, marketers and others.
As TechCrunch previously reported, Geofeedia is one of a bevy of technologies used, secretly, by police to monitor activists and the contents of their discussions online.
The ACLU said in a blog post that both Twitter and Facebook (which owns Instagram) made some immediate changes in response to their study’s findings.
“Instagram cut off Geofeedia’s access to public user posts, and Facebook cut its access to a topic-based feed of public user posts,” the ACLU said.
The ACLU also noted in their post:
“Neither Facebook nor Instagram has a public policy specifically prohibiting developers from exploiting user data for surveillance purposes. Twitter does have a ‘longstanding rule’ prohibiting the sale of user data for surveillance as well as a Developer Policy that bans the use of Twitter data ‘to investigate, track or surveil Twitter users.’”
On Tuesday, following the publication of the ACLU findings, Twitter announced that it would “immediately suspend Geofeedia’s commercial access to Twitter data.”
A Facebook spokesperson tells TechCrunch:
“[Geofeedia] only had access to data that people chose to make public. Its access was subject to the limitations in our Platform Policy, which outlines what we expect from developers that receive data using the Facebook Platform. If a developer uses our APIs in a way that has not been authorized, we will take swift action to stop them and we will end our relationship altogether if necessary.”
It’s worth noting that Facebook’s platform policy generically limits developers.
For example, it says developers are not permitted to “sell, license, or purchase any data obtained” from Facebook or its services. And they can’t transfer data they get from Facebook, including “anonymous, aggregate, or derived data,” to any data brokers. Finally, developers are not permitted to put Facebook data into any search engines or directories without the social network’s explicit permission.
We have reached out to Geofeedia for comment but executives were not immediately available for an interview.
A public relations consultant for Geofeedia sent a lengthy statement, attributed to Geofeedia CEO Phil Harris, defending the company’s practices in general. An excerpt follows:
Update: A company statement from Geofeedia was added to this post after it was originally published. ",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2014/11/geofeedia.png?w=691,"aclu,social-media-monitoring","Facebook, Twitter cut off data access for Geofeedia, a social media surveillance startup"
110,Matthew Lynley,"Dropbox is still working its way through the enterprise world in order to show the world it isn’t just dumb online storage — which, given as simple as it was to use, was one of the tool’s original top selling points.
So it’s had to shift gears in order to focus on larger companies, and that means consistently rolling out new tools that companies need as they start to expand. And that also means that Dropbox has to keep pace with the rest of the market. So today, to do that, the company is updating its apps with a few new features that should help it continue to have a toehold within larger companies.
“I think overall our approach is, let’s work well extensively across all platforms,” Matt Pan, group product manager for Dropbox’s File Collaboration Product Group said. “We know workplaces increasingly have a set of heterogeneous tools, not just at a platform level like a bunch of people using Mac and Windows. A lot of people have very mixed environments where some people use Office, whether you’re Adobe users or the long tail. Dropbox making all those things tied together in a really simple way has been very much the key to success in the workplace.”
So, here’s a quick rundown of the things that Dropbox is rolling out today:
The first update is PDF signing, which allows users to open PDF files right from their mobile devices and insert signatures and text into them. It seems simple enough, but this is actually a pretty big pain point for a lot of companies that need to get approval for projects and want to keep the ball rolling quickly.
Another update Dropbox is getting today is an integration with iMessage. When Apple opened up iMessage to third-party developers, it became clear to the company that it would have to address the service’s usage within businesses, which was very common, Pan said. So the company is rolling out more rich file-sharing within iMessage that includes previews and the like for its users.
“For workplace communications in a meaningful way we’re seeing [a lot of iMessage use] with small or medium businesses, especially for medium companies — larger companies might be a little stricter with what kind of tools users use,” Pan said. “Within SMBs, we see iMessage used pretty significantly — especially desktop — and for people who have a primarily mobile workforce, like when you have kind of a big real estate team.”
The company is also rolling out a lock-screen widget that will give users the ability to do the most common actions you might find in a Dropbox app from the lock screen. Tapping on one of the functions will go straight to an operation within Dropbox. While this idea might seem useful, Dropbox is still going to have to deal with the constant uphill battle for real estate on that lock screen to ensure that users aren’t getting a cluttered screen and simply ignoring it.
Later this year, the company is adding split-screen usage on the iPad, so users can have the Dropbox app open while surfing through other services. The strongest use case likely still has to be determined here, but there are some natural ones — like viewing a video while still operating the Dropbox app.
The last one is that Dropbox is enabling a picture-in-picture environment on the iPad that allows users to have a video going while they continue to work, similar in the way to YouTube users having a video playing at the bottom-right corner while they are searching for a new video.
All these additions can at times seem incremental (though some, including a literal document scanner through your phone camera, less so), but they’re all an effort to essentially keep pace with the rest of the tools available in the market. Not only does Dropbox have to contend with Box, which started with enterprise customers in the first place, it has to deal with other services like Google Docs, as well. And it seems clear that Salesforce is looking to increasingly get into collaboration services after buying Quip for $750 million.
The company has around 500 million registered users and 200,000 paying customers, it says. While its previous valuation hit as high as $10 billion, there are certainly going to be questions as to whether the traditionally consumer product will be able to pick up steam in the corporate world. Dropbox is banking — including with this update today — that focusing on simplicity and ease of use will give it an edge over those other competitors.
",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/ipad-split-screen-coming-soon.png?w=738,quip,"Dropbox rolls out PDF signing, iMessage integrations and picture-in-picture on iOS"
111,Anthony Ha,"Remote Year should be a pretty appealing idea to anyone with a serious case of wanderlust: Participants spend a whole year working abroad, moving to a different city and country each month.
But is it just a fun, one-time experiment, or the seed of a big business? The team at Highland Capital Partners is betting on the latter — it just led a $12 million Series A in the company. Other investors in the round include WeWork Labs co-founder Jesse Middleton and Airbnb co-founder/CTO Nate Blecharczyk.
Remote Year founder and CEO Greg Caplan told me that he first had the idea about two years ago, and when he announced it, 25,000 people ended up applying to participate in the first group of 75 — which recently completed its year abroad. Now the company has expanded to include 500 traveling professionals across six programs.
With the new funding, naturally, one of Caplan’s goals is to increase the number significantly, something that will be helped by tapping into two “mega trends.”
“First, productivity has moved to the cloud,” he said. “Great work can be done anywhere. People are more creative and productive when they’re inspired by their surroundings … The second is that we no longer value the things that we own, but the experiences we share with other people.”
To expand the program, Caplan said he will continue to grow Remote Year’s team, which is currently  85 people (As you might expect, that team is all over the world — there’s no central headquarters.) Remote Year will also be building its own physical infrastructure.
“In Croatia, for example, there wasn’t an existing coworking opportunity for us to tap into, so we created an amazing coworking space right on the beach [in Split],” Caplan said.
Remote Year participants make a $5,000 downpayment and also pay $2,000 a month for the first 11 months. That’s meant to cover travel, living accommodations and a workspace with Internet. Caplan said a cohort of 75 people feels like the right size and allows for continuity between the different programs. However, the itinerary can change from program to program — for example, some groups may consist of travelers who need to work US hours, and will therefore avoid traveling to Asia.

“The diversity that’s been most exciting for us is vocational,” he added. “We have people from all different backgrounds — a lot of engineers and designers, but the biggest category is marketing. There are journalists, writers, even a few lawyers. It’s a very, very diverse group of people in terms of where they’re from and in terms of what they do.”
Of course, it’s an intense experience, and not everyone completes the program. From a personal perspective, you can take breaks and rejoin as you please, and as for the remote working, Caplan said, “We don’t believe we can make a bad employee [into] a good remote employee, but we can make a good employee a good remote employee.”",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/remote-year.jpg?w=738,"remote-work,highland-capital-partners",Remote Year raises $12 million to combine remote work and global travel
112,Lora Kolodny,"A venture fund that backs very early-stage advanced tech and science startups, Breakout Labs, has invested in 4 new deals, according to founder and Managing Partner Lindy Fishburne.
The fund, which is part of the Thiel Foundation, typically invests $350,000 in each startup, with no strings attached. If a startup’s research and development does not lead to commercialization as hoped, Breakout Labs does not seek any money back, and counts the cash it has invested as a grant.
If a company succeeds enough to go on to raise outside venture capital, Breakout Labs’ earlier grant is exchanged for shares at a cost discount.
And if Breakout Labs companies are acquired or go public, generating returns for investors, the fund puts all of its returns into future grants for other advanced tech and science startups. Fishburne calls this approach “first mile,” funding.
Breakout Labs also pays for startup founders it has newly backed to travel to San Francisco for quarterly meetings with one another, and for its annual “Unboxing day,” where founders can show off their research, and network with potential strategic partners and venture investors.
Fishburne said if there’s one unifying theme among the companies it has backed to-date, it’s the idea of “reprogramming” nature. “We can reprogram, build and upcycle what we need from what already exists in nature, rather than passively relying on nature to deliver it to us,” Fishburne said.
Breakout Labs has invested in 30 companies so far in the fields of biotech, data and materials science, and energy. Seven of those companies have gone on to raise Series A and two have closed Series B rounds.
The four new startups that Breakout Labs has invested in are:
 
Corrections: This post was updated to correct typos, and to reflect the way that Breakout Labs’ grants work versus convertible note deals which are typical for very early stage startups.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/07/gettyimages-577700406.jpg?w=738,"thiel-foundation,breakout-labs",Breakout Labs backs 4 startups that are “reprogramming nature”
113,John Mannes,"Despite massive structural changes in the American healthcare system, proper care for the nation’s aging baby boomers remains out of reach for many people. Assisted living centers for our parents and grandparents suffering from dementia and Alzheimers can cost upwards of $5,000 per month and personal caregivers signed through agencies can easily cost considerably more.
A new startup, Kindly Care, is launching today with a $3.1 million investment led by MHS Capital, with participation from Floodgate and Jackson Square Ventures. The company, co-founded by startup veterans Igor Lebovic and Erik Fantasia, is rolling out a new marketplace that pairs up caregivers and care-managers so that loved ones don’t have to be left behind simply because they cannot afford one-on-one attention from traditional care providers.
“For me this was a very personal investment,” said Mark Sugarman, a partner at MHS Capital. “I was thinking about family members suffering from dementia who ended up needing care for 5-8 years. People don’t want to go to the old age home.”
To differentiate itself from other companies in the space like Care.com, Kindly Care personally vets every caregiver that signs on to its platform. This means that users can remain confident that any certifications listed are genuine and all caregivers are serious about offering their services.
To make the process of finding help more transparent, every caregiver must record an introductory video. Falling somewhere between an interview and profile, each video features identical questions about why workers decided to become caregivers, what advice they would give to peers, and who their most memorable client was. In this case, the formulaic nature of the videos actually works to the advantage of the user because it allows for effortless comparisons.

Not only does Kindly Care support the hiring of caregivers, it also supports time management and scheduling while streamlining a lot of the tax and compliance requirements that can make the job inaccessible and burdensome. This means automating payroll and on-boarding so workers don’t have to be weighted down by the complexities of social security and medicare.
The platform does a good job of distributing power across involved stakeholders. Caregivers get to set their own prices on the marketplace and care for as many people as is feasible. Care-managers get transparency into the daily mechanics of care, even seeing the locations that caregivers check-in from. This helps to curb negligence while allowing care-managers to stay involved in the lives of their loved ones by tracking regular health and scheduling reports.
To date, there are 5,000 people on the platform offering their care to those in need across California and Texas. Growth is restricted by statewide regulations, but Sugarman believes its reasonable to expect rapid domestic growth and doesn’t put future international expansion out of the question.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/client2.jpg?w=738,"health,caregiving,population,baby-boomers",Kindly Care launches with $3.1M to help loved ones access vetted caregivers
114,Romain Dillet,"Netatmo’s first device was a sophisticated weather station. But it’s not for everyone. Chances are you don’t need to know the historical trend when it comes to the humidity in your house. That’s why the company is releasing the Healthy Home Coach, an indoor device that lets you see stats about your home at a glance.
In many ways, the Healthy Home Coach looks similar to the indoor module of the weather station. But it comes with a new mobile app that focuses on quick glanceable information — and it doesn’t have an outdoor weather module. You won’t get inundated with numbers, you’ll just see if your home is doing fine right now.
The device tracks four things — indoor air quality, humidity, temperature and noise. Air quality in particular is something that many weather stations don’t offer yet. Being able to see whether you should open your windows for a few minutes could be useful.
Finally, you can set up different profiles. For instance, you can make your device more sensitive by saying that a baby or a child with asthma sleeps in this room.
The Healthy Home Coach will cost $99. If you want, you can buy multiple devices for multiple rooms. It is available today. It’s pretty cool to see that Netatmo is launching many new devices, solidifying its reputation as a solid French hardware startup.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/nhhc_2016_kitchen_web.jpg?w=738,"france-newsletter,netatmo",Netatmo launches an indoor climate monitor
115,Lora Kolodny,"VenueNext Inc. has raised $15 million in Series B funding to bring its venue management technology to Europe, and beyond the live entertainment industry.
Among other things, using VenueNext apps, people can wave their mobile tickets at the gate to get into a game or concert, order food, drinks or merchandise to be delivered to their seats, and get information and amenities that they need when they are in the venue.
The SAP Center in San Jose, home to the NHL’s San Jose Sharks, is the most recent major venue to adopt VenueNext for the 2016-2017 hockey season.
The Sharks join a long list of sports teams and venues to adapt VenueNext. The app will be familiar to anyone who has recently attended a game, concert or races at: Yankee Stadium, Churchill Downs, Minnesota Vikings’ U.S. Bank Stadium, Dallas Cowboys’ AT&T Stadium, Belmont Park & Saratoga Springs, and the San Francisco 49ers’ Levi’s Stadium, where it debuted.
Founded in 2013, VenueNext originally spun out of the San Francisco 49ers Stadium Technology group at a time when stadiums were investing in improved wi-fi for attendees, and beginning to favor mobile over paper-based tickets.
Causeway Media Partners led the $15 million Series B round in VenueNext, joined by food service giants Compass Group Plc, and Sharks Sports & Entertainment, along with other unnamed investors. In 2015, the company raised a $9 million Series A round. 
While VenueNext has found its early traction with stadiums and theme parks, the company’s founder, John Paul reports that hotels and hospitals are also signing up to use the app, at this point.
“In a venue, we want to improve your guest or fan experience, through your smartphone. For the venue operators, we’re helping them improve their business through real time data that we collect about who is in the building and what they are doing during an event or their visit,” he said.
One feature of VenueNext’s platform that sports organizations like, Paul said, is a ticket “forwarding” feature. This allows a ticketholder to easily give a ticket, via mobile, to friends or family when they can’t attend.
Venues can begin to know when, for example, season ticketholders attended games themselves or when they handed off tickets bringing new fans to the venue.
In some cases, VenueNext allows ticketholders to sell their unused tickets back to a team. The team can re-sell the ticket. And the original buyer gets credit to spend during their next visit to the stadium on things like a seat upgrade, a locker room tour, or food and beverages.
Sharks Sports & Entertainment COO John Tortora tells TechCrunch that his organization does not typically invest in tech startups but did so because of VenueNext’s potential, positive impact to the industry.
Tortora said, “VenueNext should help us drive greater revenue around ticket sales and food and beverage, and to deliver the best possible customer service. We also think ticket forwarding and mobile ticketing reduces the risk of ticket fraud. We faced that issue during the Stanley Cup finals.”
With the new round of venture funding, VenueNext aims to expand beyond the U.S., namely into Europe. Longer-term, it also intends to help venues and campuses make use of emerging technology from augmented reality to delivery drones.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/san_jose_sharks_and_pittsburgh_penguins_shaking_hands.jpg?w=738,venuenext,VenueNext raises $15 million to take its app beyond U.S. sports stadiums
116,Romain Dillet,"French startup Payfit wants to modernize the good old paychecks in France. After just a few months, the company just raised $5.6 million (€5 million) from Otium Venture and Xavier Niel.
Payfit officially started in April 2016. And it looks like many companies were waiting for a product like this one given today’s funding round. Geoffroy Roux de Bézieux, Jean-Daniel Guyot, Oleg Tscheltzoff and TheFamily also invested in this round.
“Right now in France, you need to have dedicated people working exclusively on payroll functions. And if you outsource them, you lose control,” co-founder and CEO Firmin Zocchetto told me.
Payroll departments use outdated software with expensive licenses. Payfit is a software-as-a-service, meaning that everything happens in your browser, it always gets updated and you pay every month depending on the size of your company.
This alone is a big change in France as there aren’t many solutions to manage paychecks. That’s why it can get really expensive, even for a tiny company, to pay your employees.
Zocchetto walked me through the product and I was quite impressed with the interface and general philosophy. Even though I’m no HR manager, I could see myself using something like Payfit to manage contracts, salaries, vacations, tickets restaurant meals and more.
On the other end of the equation, employees can log into Payfit to download paychecks and request a vacation. And if there’s an issue, you know that you can directly talk to someone in your company about it as your company doesn’t rely on an outsourced payroll service bureau.
So far, 250 companies have signed up to Payfit, such as Heetch, Sellsy, Nestor or Aircall. They pay €39 per month and €11 per month per employee — traditional competitors tend to be more expensive than that.
The product is only available in France as this type of product tends to be very specific to one market. But Firmin told me that the startup could eventually expand to other European countries.
Payfit looks like a simple idea on paper, but it’s such an unsexy industry that there hasn’t been a lot of competition. Moreover, every company needs to manage their payroll — Payfit isn’t just something that is “nice to have.” And you don’t have to keep up with the ever-changing French law because Payfit handles it for you — this is also a good selling point.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/05/moneyhands.jpg?w=738,france-newsletter,Payfit grabs $5.6 million to manage French payrolls
117,Sarah Buhr,"Zymergen, a Bay Area startup creating all sorts of materials from genetically altered microbes, just raised $130 million in Series B funding from Softbank.
For those unfamiliar, the company makes crazy new materials out of genetically altered microbes. It was busy buying up a bunch of robots to make these microbes for mass production of various materials during its last round of funding. CEO Josh Hoffman now plans to use the new funding to continue to grow the business — including adding a bunch of new staff and big name partners.

Hoffman didn’t want to say who his company might be working with but did disclose they’re all in the Fortune 500. Zymergen aims to develop better yeast strains to make foods and fragrances or narrows down the molecular properties to create new types of materials faster and cheaper for these companies.
“We’ve got a proven platform that allows us to materially improve the economics of big, mature, at-scale businesses for Fortune 500 companies. And to give you a flavor, they might have a $600 million revenue business and we can improve that margin by three to 5x,” Hoffman said. “A Fortune 500 company cares about that.”
It’s a strange new world on the cutting-edge of biology and who knows what these scientists will bid their machines and microbes to make next. But Zymergen is not unique in the space. Ginkgo Bioworks and Novozymes also work with larger companies to make crazy materials using microorganisms. Ginkgo being a small, Boston-based startup with an equally impressive amount of funding at $154 million and Novozymes as the Goliath with over $1 billion in revenue.
In any case, there are venture firms, telecoms and financial institutions with bets in the new industry and money to be made.
Softbank led the round for Zymergen and was joined by previous investors DCVC, True Ventures, AME Cloud Ventures, DFJ, Innovation Endeavors, Obvious Ventures, and Two Sigma Ventures. Zymergen also received funding from new investors Iconiq Capital, Prelude Ventures, and Tao Capital Partners.
The Japanese telecom will add key executive Deep Nishar to the board. He will be joined by the former U.S. Secretary of Energy and Nobel laureate Dr. Steven Chu.",2016-10-10,https://tctechcrunch2011.files.wordpress.com/2015/06/2015_zymergen_lab_43.jpg?w=738,"ginkgo-bioworks,data-collective,softbank",Biotech startup Zymergen nabs $130 million from Softbank
